FIPS,Geographic Identifier,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Block Group,Total Population,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Average Household Size,Median Household Income (In 2019 Inflation Adjusted Dollars),Occupied Housing Units,Occupied Housing Units: 1 Room,Occupied Housing Units: 2 Rooms,Occupied Housing Units: 3 Rooms,Occupied Housing Units: 4 Rooms,Occupied Housing Units: 5 Rooms,Occupied Housing Units: 6 Rooms,Occupied Housing Units: 7 Rooms,Occupied Housing Units: 8 Rooms,Occupied Housing Units: 9 or More Rooms,Median Year Structure Built,Median Gross Rent,Owner-Occupied Housing Units
1.70E+11,15000US170310208024,Block Group 4,"Block Group 4, Census Tract 208.02, Cook County, Illinois",il,150,0,ACSSF,9407,17,31,20802,4,1091,0.0628752,0.0628752,0,1091,64,139,46,39,121,110,139,131,195,50,36,21,1091,437,324,0,274,0,0,56,2.75,48250,393,24,0,28,93,79,35,62,36,36,0,1000,160
1.70E+11,15000US170310209011,Block Group 1,"Block Group 1, Census Tract 209.01, Cook County, Illinois",il,150,0,ACSSF,9408,17,31,20901,1,2612,0.06323311,0.06323311,0,2612,205,135,217,97,250,467,416,294,268,219,17,27,2612,1067,795,0,686,0,22,42,3.22,45625,812,0,0,141,198,240,133,52,20,28,0,1239,288
1.70E+11,15000US170310209012,Block Group 2,"Block Group 2, Census Tract 209.01, Cook County, Illinois",il,150,0,ACSSF,9409,17,31,20901,2,978,0.06168986,0.06060144,0.001088422,978,58,94,92,48,65,147,96,163,134,70,11,0,978,488,273,0,193,0,0,24,2.96,62961,327,0,0,56,67,144,54,6,0,0,0,1142,89
1.70E+11,15000US170310209013,Block Group 3,"Block Group 3, Census Tract 209.01, Cook County, Illinois",il,150,0,ACSSF,9410,17,31,20901,3,2565,0.06307519,0.06307519,0,2565,163,129,211,57,347,486,359,468,221,75,34,15,2565,1039,418,0,719,0,82,307,3.15,53386,811,33,0,43,152,161,255,93,58,16,0,1265,263
1.70E+11,15000US170310209021,Block Group 1,"Block Group 1, Census Tract 209.02, Cook County, Illinois",il,150,0,ACSSF,9411,17,31,20902,1,2763,0.1439123,0.1439123,0,2763,246,94,51,69,162,618,342,349,411,233,125,63,2763,1379,539,0,725,0,92,28,2.47,38669,909,55,54,155,180,277,165,10,4,9,1958,984,516
1.70E+11,15000US170310209022,Block Group 2,"Block Group 2, Census Tract 209.02, Cook County, Illinois",il,150,0,ACSSF,9412,17,31,20902,2,2085,0.05038016,0.05038016,0,2085,72,151,178,67,263,395,141,201,392,87,90,48,2085,1126,117,0,655,0,137,50,2.82,40372,740,6,9,122,228,291,51,0,16,17,1956,1053,370
1.70E+11,15000US170310301011,Block Group 1,"Block Group 1, Census Tract 301.01, Cook County, Illinois",il,150,0,ACSSF,9413,17,31,30101,1,1067,0.02328042,0.02328042,0,1067,16,125,25,68,47,315,34,241,155,41,0,0,1067,688,314,0,0,0,50,15,2.48,51010,431,71,39,137,74,61,49,0,0,0,1945,956,13
1.70E+11,15000US170310301012,Block Group 2,"Block Group 2, Census Tract 301.01, Cook County, Illinois",il,150,0,ACSSF,9414,17,31,30101,2,466,0.005839795,0.005839795,0,466,0,44,15,0,34,96,144,76,21,22,0,14,466,282,43,0,45,0,0,96,1.51,50703,309,29,43,69,66,43,0,59,0,0,1952,1104,102
1.70E+11,15000US170310301013,Block Group 3,"Block Group 3, Census Tract 301.01, Cook County, Illinois",il,150,0,ACSSF,9415,17,31,30101,3,1359,0.01122553,0.01122553,0,1359,208,105,26,29,19,298,297,140,98,72,30,37,1359,332,581,22,404,0,20,0,2.15,37196,623,139,80,208,180,9,7,0,0,0,1957,980,55
1.70E+11,15000US170310301014,Block Group 4,"Block Group 4, Census Tract 301.01, Cook County, Illinois",il,150,0,ACSSF,9416,17,31,30101,4,1019,0.05156742,0.006897329,0.04467009,1019,23,0,0,13,29,182,119,79,167,172,192,43,1019,736,79,0,176,0,20,8,1.52,77045,672,0,0,53,310,233,38,14,14,10,1969,1715,557
1.70E+11,15000US170310301021,Block Group 1,"Block Group 1, Census Tract 301.02, Cook County, Illinois",il,150,0,ACSSF,9417,17,31,30102,1,962,0.03934613,0.005705818,0.03364031,962,0,0,0,0,126,136,70,106,244,162,78,40,962,700,76,0,143,0,31,12,1.5,54844,643,9,24,178,208,156,62,6,0,0,1964,1374,481
1.70E+11,15000US170310301022,Block Group 2,"Block Group 2, Census Tract 301.02, Cook County, Illinois",il,150,0,ACSSF,9418,17,31,30102,2,1043,0.02101052,0.02101052,0,1043,12,21,0,0,99,394,175,148,162,32,0,0,1043,522,296,26,94,0,66,39,1.4,37734,747,315,106,139,133,37,17,0,0,0,0,957,16
1.70E+11,15000US170310301023,Block Group 3,"Block Group 3, Census Tract 301.02, Cook County, Illinois",il,150,0,ACSSF,9419,17,31,30102,3,836,0.01704062,0.01704062,0,836,31,13,22,0,60,289,163,98,73,61,13,13,836,368,155,0,160,0,122,31,1.62,52386,474,33,56,147,93,90,36,19,0,0,1957,1331,165
1.70E+11,15000US170310301031,Block Group 1,"Block Group 1, Census Tract 301.03, Cook County, Illinois",il,150,0,ACSSF,9420,17,31,30103,1,1251,0.01539505,0.01539505,0,1251,87,7,6,0,622,273,89,70,46,51,0,0,1251,767,175,0,165,4,36,104,1.93,75938,326,25,16,53,194,22,0,0,0,16,1979,1505,116
1.70E+11,15000US170310301032,Block Group 2,"Block Group 2, Census Tract 301.03, Cook County, Illinois",il,150,0,ACSSF,9421,17,31,30103,2,991,0.05716011,0.01805491,0.0391052,991,15,0,10,0,329,157,142,176,98,28,36,0,991,613,274,0,83,0,9,12,1.4,51066,559,133,68,109,130,106,0,13,0,0,1950,1052,113
1.70E+11,15000US170310301041,Block Group 1,"Block Group 1, Census Tract 301.04, Cook County, Illinois",il,150,0,ACSSF,9422,17,31,30104,1,2822,0.06511112,0.03736581,0.0277453,2822,49,0,0,44,1582,346,76,162,180,204,102,77,2822,2048,188,0,463,0,35,88,1.57,37805,796,82,75,336,191,67,32,13,0,0,1963,1102,416
1.70E+11,15000US170310301042,Block Group 2,"Block Group 2, Census Tract 301.04, Cook County, Illinois",il,150,0,ACSSF,9423,17,31,30104,2,589,0.004781875,0.004781875,0,589,0,0,0,25,284,42,71,70,42,55,0,0,589,396,93,0,92,0,0,8,2.07,31136,254,74,56,31,29,5,52,7,0,0,1949,1018,7
1.70E+11,15000US170310302001,Block Group 1,"Block Group 1, Census Tract 302, Cook County, Illinois",il,150,0,ACSSF,9424,17,31,30200,1,1480,0.06307945,0.06307945,0,1480,17,61,50,6,243,233,259,247,212,116,15,21,1480,1243,53,0,37,0,84,63,1.95,68214,748,93,49,65,200,143,30,98,37,33,0,1126,297
1.70E+11,15000US170310302002,Block Group 2,"Block Group 2, Census Tract 302, Cook County, Illinois",il,150,0,ACSSF,9425,17,31,30200,2,1689,0.06723969,0.06723969,0,1689,53,56,43,78,296,414,138,236,202,129,29,15,1689,1308,241,0,78,0,36,26,2.27,75231,741,0,42,12,182,104,157,96,55,93,0,1385,425
1.70E+11,15000US170310302003,Block Group 3,"Block Group 3, Census Tract 302, Cook County, Illinois",il,150,0,ACSSF,9426,17,31,30200,3,1144,0.06300107,0.06300107,0,1144,41,82,40,86,88,153,125,179,214,85,40,11,1144,1000,9,0,40,0,0,95,2.71,124070,416,0,26,96,0,30,67,70,49,78,0,1519,299
1.70E+11,15000US170310302004,Block Group 4,"Block Group 4, Census Tract 302, Cook County, Illinois",il,150,0,ACSSF,9427,17,31,30200,4,1389,0.06390068,0.06390068,0,1389,76,16,34,0,68,264,175,196,313,68,66,113,1389,1144,0,0,80,0,163,2,1.94,53315,705,51,0,58,166,154,154,60,12,50,0,1074,291
1.70E+11,15000US170310303001,Block Group 1,"Block Group 1, Census Tract 303, Cook County, Illinois",il,150,0,ACSSF,9428,17,31,30300,1,1741,0.06040916,0.06040916,0,1741,67,43,58,53,107,366,361,247,239,126,74,0,1741,885,213,0,404,0,113,126,2.36,51620,739,54,23,90,178,185,168,22,17,2,0,1156,236
1.70E+11,15000US170310303002,Block Group 2,"Block Group 2, Census Tract 303, Cook County, Illinois",il,150,0,ACSSF,9429,17,31,30300,2,1935,0.06088522,0.06088522,0,1935,166,159,168,57,167,289,277,204,137,195,69,47,1935,1265,347,19,118,0,105,81,2.5,34519,774,34,47,70,223,130,110,37,49,74,1942,876,223
1.70E+11,15000US170310304001,Block Group 1,"Block Group 1, Census Tract 304, Cook County, Illinois",il,150,0,ACSSF,9430,17,31,30400,1,1669,0.06898218,0.06898218,0,1669,125,129,51,32,39,290,276,288,177,146,98,18,1669,1302,85,28,138,0,68,48,1.93,45054,865,41,57,199,205,187,55,25,71,25,1942,903,257
1.70E+11,15000US170310304002,Block Group 2,"Block Group 2, Census Tract 304, Cook County, Illinois",il,150,0,ACSSF,9431,17,31,30400,2,962,0.06479798,0.06479798,0,962,38,3,0,21,67,296,203,119,151,55,9,0,962,787,0,0,48,0,10,117,2.12,76222,453,20,27,39,98,94,98,24,12,41,0,1165,239
1.70E+11,15000US170310305001,Block Group 1,"Block Group 1, Census Tract 305, Cook County, Illinois",il,150,0,ACSSF,9432,17,31,30500,1,1345,0.0492593,0.0492593,0,1345,18,115,9,0,17,509,357,181,48,76,15,0,1345,980,128,0,79,0,45,113,2.32,131181,579,0,0,51,101,154,77,140,15,41,0,1655,256
1.70E+11,15000US170310305002,Block Group 2,"Block Group 2, Census Tract 305, Cook County, Illinois",il,150,0,ACSSF,9433,17,31,30500,2,1697,0.0756432,0.0756432,0,1697,57,63,9,0,69,439,383,337,207,78,40,15,1697,1414,44,0,135,0,84,20,1.89,85917,826,16,35,124,175,199,173,16,16,72,0,1489,344
1.70E+11,15000US170310305003,Block Group 3,"Block Group 3, Census Tract 305, Cook County, Illinois",il,150,0,ACSSF,9434,17,31,30500,3,2012,0.05985665,0.05985665,0,2012,91,71,165,0,94,436,424,307,214,172,22,16,2012,1688,18,0,32,0,82,192,2.93,78542,687,0,167,61,185,80,81,16,17,80,0,1133,330
1.70E+11,15000US170310305004,Block Group 4,"Block Group 4, Census Tract 305, Cook County, Illinois",il,150,0,ACSSF,9435,17,31,30500,4,1732,0.05390372,0.05390372,0,1732,111,0,0,0,145,433,316,291,102,250,49,35,1732,1293,185,0,114,14,86,40,2.06,84808,840,16,0,43,93,408,103,40,42,95,0,1606,495
1.70E+11,15000US170310306011,Block Group 1,"Block Group 1, Census Tract 306.01, Cook County, Illinois",il,150,0,ACSSF,9436,17,31,30601,1,1037,0.01368925,0.01368925,0,1037,96,60,47,0,116,370,119,148,69,12,0,0,1037,772,203,0,51,0,0,11,1.81,39236,573,215,56,84,137,40,12,14,15,0,1953,1053,54
1.70E+11,15000US170310306012,Block Group 2,"Block Group 2, Census Tract 306.01, Cook County, Illinois",il,150,0,ACSSF,9437,17,31,30601,2,999,0.02689124,0.02689124,0,999,32,0,0,0,58,321,156,39,83,119,141,50,999,310,270,0,378,0,22,19,1.99,23214,496,48,150,142,75,16,49,0,16,0,1973,598,82
1.70E+11,15000US170310306013,Block Group 3,"Block Group 3, Census Tract 306.01, Cook County, Illinois",il,150,0,ACSSF,9438,17,31,30601,3,1317,0.0570408,0.0143159,0.04272491,1317,12,113,32,21,83,197,134,201,178,150,118,78,1317,861,120,0,317,0,0,19,1.8,36439,632,240,49,63,172,72,36,0,0,0,1959,942,271
1.70E+11,15000US170310306031,Block Group 1,"Block Group 1, Census Tract 306.03, Cook County, Illinois",il,150,0,ACSSF,9439,17,31,30603,1,998,0.02241091,0.02241091,0,998,46,30,14,0,46,304,264,131,85,69,9,0,998,390,289,39,240,0,17,23,1.62,37846,617,167,97,180,124,33,9,0,0,7,0,792,79
1.70E+11,15000US170310306032,Block Group 2,"Block Group 2, Census Tract 306.03, Cook County, Illinois",il,150,0,ACSSF,9440,17,31,30603,2,1412,0.02237732,0.02237732,0,1412,38,78,83,0,64,540,179,162,102,108,0,58,1412,1077,148,0,123,0,11,53,1.66,45950,853,304,48,221,198,19,20,43,0,0,0,912,82
1.70E+11,15000US170310306041,Block Group 1,"Block Group 1, Census Tract 306.04, Cook County, Illinois",il,150,0,ACSSF,9441,17,31,30604,1,1468,0.02120087,0.02120087,0,1468,103,5,11,19,99,585,298,117,86,131,13,1,1468,698,172,0,530,0,11,57,1.7,54531,862,201,173,295,71,74,21,24,0,3,1960,1117,103
1.70E+11,15000US170310306042,Block Group 2,"Block Group 2, Census Tract 306.04, Cook County, Illinois",il,150,0,ACSSF,9442,17,31,30604,2,1477,0.07909728,0.03699129,0.04210599,1477,18,0,27,30,93,358,86,314,248,173,41,89,1477,993,153,0,267,0,0,64,1.55,62935,954,55,100,239,220,225,78,37,0,0,1963,1271,582
1.70E+11,15000US170310306043,Block Group 3,"Block Group 3, Census Tract 306.04, Cook County, Illinois",il,150,0,ACSSF,9443,17,31,30604,3,818,0.009258344,0.009258344,0,818,79,0,78,0,20,178,54,126,85,187,11,0,818,329,423,0,47,0,0,19,1.5,14296,546,106,99,184,157,0,0,0,0,0,1956,896,21
1.70E+11,15000US170310307011,Block Group 1,"Block Group 1, Census Tract 307.01, Cook County, Illinois",il,150,0,ACSSF,9444,17,31,30701,1,1625,0.02698005,0.02698005,0,1625,67,25,25,10,126,421,360,156,210,129,47,49,1625,891,437,15,195,0,53,34,1.61,39464,906,298,129,179,143,92,53,6,0,6,1948,892,188
1.70E+11,15000US170310307021,Block Group 1,"Block Group 1, Census Tract 307.02, Cook County, Illinois",il,150,0,ACSSF,9445,17,31,30702,1,932,0.001627807,0.001627807,0,932,38,23,0,0,51,222,91,76,168,180,77,6,932,605,24,0,283,0,12,8,1.55,64792,603,56,95,192,172,48,22,11,7,0,1974,1384,354
1.70E+11,15000US170310307022,Block Group 2,"Block Group 2, Census Tract 307.02, Cook County, Illinois",il,150,0,ACSSF,9446,17,31,30702,2,1279,0.001576455,0.001576455,0,1279,28,48,11,0,0,54,215,405,149,158,176,35,1279,875,19,0,326,0,0,59,1.47,50000,870,67,184,293,156,126,5,11,14,14,1970,1302,531
1.70E+11,15000US170310307031,Block Group 1,"Block Group 1, Census Tract 307.03, Cook County, Illinois",il,150,0,ACSSF,9447,17,31,30703,1,915,0.03572526,0.03572526,0,915,16,0,25,24,75,250,238,146,82,14,15,30,915,731,97,34,14,0,10,29,1.67,50156,547,89,21,101,118,102,70,31,15,0,0,872,174
1.70E+11,15000US170310307032,Block Group 2,"Block Group 2, Census Tract 307.03, Cook County, Illinois",il,150,0,ACSSF,9448,17,31,30703,2,528,0.004554461,0.004554461,0,528,0,0,7,9,1,36,0,17,33,130,199,96,528,439,66,0,8,0,0,15,1.37,14755,383,55,57,182,57,25,0,0,7,0,1975,414,7
1.70E+11,15000US170310307033,Block Group 3,"Block Group 3, Census Tract 307.03, Cook County, Illinois",il,150,0,ACSSF,9449,17,31,30703,3,1504,0.0362797,0.0362797,0,1504,17,14,25,0,297,381,178,258,187,100,47,0,1504,885,390,0,86,0,84,59,1.71,66429,878,65,64,188,279,120,105,31,13,13,1961,1193,302
1.70E+11,15000US170310307061,Block Group 1,"Block Group 1, Census Tract 307.06, Cook County, Illinois",il,150,0,ACSSF,9450,17,31,30706,1,1766,0.2060094,0.1341346,0.07187485,1766,54,0,0,16,44,330,197,203,239,230,268,185,1766,1279,119,0,351,0,0,17,1.3,40227,1360,210,159,450,296,100,121,0,0,24,1941,1332,488
1.70E+11,15000US170310307062,Block Group 2,"Block Group 2, Census Tract 307.06, Cook County, Illinois",il,150,0,ACSSF,9451,17,31,30706,2,1079,0.01867731,0.01867731,0,1079,78,42,14,0,0,267,320,107,136,14,82,19,1079,546,307,0,218,0,6,2,1.78,54509,607,171,35,123,195,22,28,0,0,33,0,930,200
1.70E+11,15000US170310308001,Block Group 1,"Block Group 1, Census Tract 308, Cook County, Illinois",il,150,0,ACSSF,9452,17,31,30800,1,809,0.05540219,0.05540219,0,809,0,12,0,0,25,238,112,108,72,158,82,2,809,574,19,0,56,0,136,24,1.81,57963,440,29,0,106,132,71,48,14,0,40,0,967,118
1.70E+11,15000US170310308002,Block Group 2,"Block Group 2, Census Tract 308, Cook County, Illinois",il,150,0,ACSSF,9453,17,31,30800,2,1308,0.05427901,0.05427901,0,1308,27,113,0,23,55,204,210,131,187,181,138,39,1308,1167,93,0,48,0,0,0,2.14,97167,526,0,0,0,71,96,57,88,120,94,0,1721,311
1.70E+11,15000US170310308003,Block Group 3,"Block Group 3, Census Tract 308, Cook County, Illinois",il,150,0,ACSSF,9454,17,31,30800,3,1145,0.05431956,0.05431956,0,1145,70,100,0,0,53,197,222,171,122,153,19,38,1145,977,14,0,101,0,38,15,2.12,92212,539,0,0,13,145,103,123,25,19,111,0,1580,252
1.70E+11,15000US170310308004,Block Group 4,"Block Group 4, Census Tract 308, Cook County, Illinois",il,150,0,ACSSF,9455,17,31,30800,4,907,0.05507902,0.05507902,0,907,0,102,14,0,66,262,236,124,68,35,0,0,907,653,15,0,193,0,18,28,2.04,109191,445,0,0,111,76,114,60,45,14,25,0,1364,194
1.70E+11,15000US170310309001,Block Group 1,"Block Group 1, Census Tract 309, Cook County, Illinois",il,150,0,ACSSF,9456,17,31,30900,1,416,0.03897933,0.03897933,0,416,14,26,0,0,25,57,84,70,71,57,1,11,416,395,1,1,19,0,0,0,2.04,115458,201,22,0,29,10,76,19,21,11,13,0,1588,68
1.70E+11,15000US170310309002,Block Group 2,"Block Group 2, Census Tract 309, Cook County, Illinois",il,150,0,ACSSF,9457,17,31,30900,2,1160,0.0401137,0.0401137,0,1160,29,56,34,0,78,298,207,163,160,83,23,29,1160,799,156,0,151,0,10,44,2.18,68977,533,0,10,54,42,214,64,71,10,68,0,1656,230
1.70E+11,15000US170310309003,Block Group 3,"Block Group 3, Census Tract 309, Cook County, Illinois",il,150,0,ACSSF,9458,17,31,30900,3,1013,0.03947277,0.03947277,0,1013,66,0,21,69,85,215,156,150,121,91,31,8,1013,825,28,0,93,0,0,67,2.44,158409,416,10,21,61,50,65,75,27,49,58,0,1216,243
1.70E+11,15000US170310309004,Block Group 4,"Block Group 4, Census Tract 309, Cook County, Illinois",il,150,0,ACSSF,9459,17,31,30900,4,537,0.03924034,0.03924034,0,537,18,22,31,14,19,180,98,60,38,49,0,8,537,490,0,12,14,0,10,11,1.91,97218,281,0,21,17,30,83,77,41,0,12,0,1428,192
1.70E+11,15000US170310310001,Block Group 1,"Block Group 1, Census Tract 310, Cook County, Illinois",il,150,0,ACSSF,9460,17,31,31000,1,922,0.03947856,0.03947856,0,922,25,53,32,10,103,264,201,106,75,53,0,0,922,726,8,0,157,0,9,22,2.28,87679,404,15,44,40,69,78,100,41,6,11,0,1195,183
1.70E+11,15000US170310310002,Block Group 2,"Block Group 2, Census Tract 310, Cook County, Illinois",il,150,0,ACSSF,9461,17,31,31000,2,1488,0.05698675,0.05698675,0,1488,53,36,0,34,53,487,303,130,92,84,188,28,1488,1168,122,0,172,0,2,24,1.9,61216,776,60,33,81,230,183,128,23,22,16,1944,1466,332
1.70E+11,15000US170310310003,Block Group 3,"Block Group 3, Census Tract 310, Cook County, Illinois",il,150,0,ACSSF,9462,17,31,31000,3,1497,0.06758757,0.06758757,0,1497,66,69,60,8,129,321,306,340,133,21,27,17,1497,1330,57,0,30,0,21,59,1.83,85441,818,8,37,145,331,141,56,49,19,32,0,1282,263
1.70E+11,15000US170310311001,Block Group 1,"Block Group 1, Census Tract 311, Cook County, Illinois",il,150,0,ACSSF,9463,17,31,31100,1,1927,0.06930611,0.06930611,0,1927,110,77,102,0,93,484,490,259,151,21,51,89,1927,1385,48,0,195,0,197,102,2.3,112188,835,55,33,106,126,138,177,41,53,106,0,1576,291
1.70E+11,15000US170310311002,Block Group 2,"Block Group 2, Census Tract 311, Cook County, Illinois",il,150,0,ACSSF,9464,17,31,31100,2,1131,0.09477341,0.09477341,0,1131,64,70,39,15,81,379,299,40,26,76,42,0,1131,802,64,0,171,0,0,94,1.94,54323,582,58,0,151,169,92,69,0,0,43,0,990,94
1.70E+11,15000US170310311003,Block Group 3,"Block Group 3, Census Tract 311, Cook County, Illinois",il,150,0,ACSSF,9465,17,31,31100,3,1662,0.04826354,0.04826354,0,1662,26,0,0,0,59,455,462,277,125,79,171,8,1662,1379,64,0,157,0,8,54,1.73,78333,912,15,67,55,202,218,93,230,14,18,0,1437,267
1.70E+11,15000US170310312001,Block Group 1,"Block Group 1, Census Tract 312, Cook County, Illinois",il,150,0,ACSSF,9466,17,31,31200,1,808,0.02476536,0.02476536,0,808,34,0,0,0,89,256,153,57,180,0,0,39,808,685,0,0,53,0,28,42,1.58,69423,512,99,29,31,89,136,104,12,12,0,0,964,241
1.70E+11,15000US170310312002,Block Group 2,"Block Group 2, Census Tract 312, Cook County, Illinois",il,150,0,ACSSF,9467,17,31,31200,2,2287,0.03945347,0.03945347,0,2287,111,181,302,78,108,438,202,389,282,114,50,32,2287,675,672,20,543,0,331,46,2.99,41429,668,50,14,100,88,173,99,131,13,0,1954,1050,100
1.70E+11,15000US170310312003,Block Group 3,"Block Group 3, Census Tract 312, Cook County, Illinois",il,150,0,ACSSF,9468,17,31,31200,3,1671,0.03780249,0.03780249,0,1671,134,84,80,78,11,462,212,277,188,145,0,0,1671,1221,368,0,0,0,0,82,1.89,25078,882,216,131,171,107,226,14,0,17,0,0,830,32
1.70E+11,15000US170310312004,Block Group 4,"Block Group 4, Census Tract 312, Cook County, Illinois",il,150,0,ACSSF,9469,17,31,31200,4,1593,0.024031,0.024031,0,1593,119,29,51,15,98,600,217,118,215,131,0,0,1593,544,369,0,492,0,120,68,2.03,60315,784,241,50,58,119,285,14,17,0,0,1942,889,334
1.70E+11,15000US170310313001,Block Group 1,"Block Group 1, Census Tract 313, Cook County, Illinois",il,150,0,ACSSF,9470,17,31,31300,1,844,0.3260143,0.1457876,0.1802267,844,0,0,0,17,16,72,124,94,136,156,89,140,844,684,133,0,6,0,0,21,1.34,34508,484,73,67,138,145,25,36,0,0,0,1957,509,113
1.70E+11,15000US170310313002,Block Group 2,"Block Group 2, Census Tract 313, Cook County, Illinois",il,150,0,ACSSF,9471,17,31,31300,2,1333,0.01755645,0.01755645,0,1333,71,33,32,16,57,335,277,306,133,34,39,0,1333,847,290,0,130,0,33,33,1.52,53125,877,86,91,294,221,131,43,0,0,11,1954,1152,335
1.70E+11,15000US170310313003,Block Group 3,"Block Group 3, Census Tract 313, Cook County, Illinois",il,150,0,ACSSF,9472,17,31,31300,3,807,0.00776297,0.00776297,0,807,0,14,52,15,206,26,79,153,141,82,11,28,807,331,0,16,447,0,13,0,2.17,,372,70,0,124,68,67,43,0,0,0,0,879,97
1.70E+11,15000US170310313004,Block Group 4,"Block Group 4, Census Tract 313, Cook County, Illinois",il,150,0,ACSSF,9473,17,31,31300,4,3040,0.05115931,0.05115931,0,3040,91,156,183,15,145,256,374,361,503,462,361,133,3040,1214,1010,0,798,0,5,13,1.89,27169,1396,243,161,307,248,225,117,69,13,13,1944,412,329
1.70E+11,15000US170310313005,Block Group 5,"Block Group 5, Census Tract 313, Cook County, Illinois",il,150,0,ACSSF,9474,17,31,31300,5,1751,0.02181748,0.02181748,0,1751,124,88,69,0,168,435,233,101,204,100,91,138,1751,1030,256,0,232,0,179,54,1.6,56605,1096,187,158,310,329,34,20,0,10,48,1955,1130,481
1.70E+11,15000US170310314001,Block Group 1,"Block Group 1, Census Tract 314, Cook County, Illinois",il,150,0,ACSSF,9475,17,31,31400,1,1354,0.01879507,0.01879507,0,1354,15,0,21,0,55,347,141,116,154,278,122,105,1354,1165,79,0,70,0,0,40,1.47,63396,918,168,120,265,102,149,32,34,0,48,1961,1278,543
1.70E+11,15000US170310314002,Block Group 2,"Block Group 2, Census Tract 314, Cook County, Illinois",il,150,0,ACSSF,9476,17,31,31400,2,595,0.02329007,0.02329007,0,595,30,0,0,0,54,193,32,64,33,100,36,53,595,405,27,0,163,0,0,0,1.43,70221,417,69,31,122,99,79,17,0,0,0,1975,1188,300
1.70E+11,15000US170310314003,Block Group 3,"Block Group 3, Census Tract 314, Cook County, Illinois",il,150,0,ACSSF,9477,17,31,31400,3,1110,0.03004338,0.03004338,0,1110,0,75,0,0,110,427,188,118,108,0,50,34,1110,805,89,0,114,0,31,71,1.74,54625,639,31,172,59,175,104,81,17,0,0,1961,1165,295
1.70E+11,15000US170310314004,Block Group 4,"Block Group 4, Census Tract 314, Cook County, Illinois",il,150,0,ACSSF,9478,17,31,31400,4,25,0.7262385,0.32461,0.4016285,25,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0
1.70E+11,15000US170310314005,Block Group 5,"Block Group 5, Census Tract 314, Cook County, Illinois",il,150,0,ACSSF,9479,17,31,31400,5,956,0.02888585,0.02888585,0,956,39,0,13,0,65,366,211,81,132,32,17,0,956,751,36,0,75,0,0,94,1.59,77398,600,91,97,54,159,135,32,15,0,17,0,1339,311
1.70E+11,15000US170310314006,Block Group 6,"Block Group 6, Census Tract 314, Cook County, Illinois",il,150,0,ACSSF,9480,17,31,31400,6,924,0.1493883,0.1493883,0,924,33,0,10,0,40,224,125,123,170,160,28,11,924,581,100,11,204,0,18,10,1.55,93274,531,144,84,104,131,13,45,10,0,0,1973,882,281
1.70E+11,15000US170310315011,Block Group 1,"Block Group 1, Census Tract 315.01, Cook County, Illinois",il,150,0,ACSSF,9481,17,31,31501,1,929,0.01079349,0.01079349,0,929,6,6,0,0,102,126,85,126,134,114,161,69,929,397,285,0,247,0,0,0,1.44,24400,500,149,67,140,84,60,0,0,0,0,0,601,27
1.70E+11,15000US170310315012,Block Group 2,"Block Group 2, Census Tract 315.01, Cook County, Illinois",il,150,0,ACSSF,9482,17,31,31501,2,2157,0.03030246,0.03030246,0,2157,166,212,18,90,148,534,289,244,186,172,84,14,2157,1043,523,11,263,0,247,70,2.24,55707,934,106,31,189,196,227,113,43,6,23,1947,1029,283
1.70E+11,15000US170310315013,Block Group 3,"Block Group 3, Census Tract 315.01, Cook County, Illinois",il,150,0,ACSSF,9483,17,31,31501,3,1388,0.02085415,0.02085415,0,1388,83,82,66,10,59,255,230,201,212,105,65,20,1388,502,612,0,240,0,0,34,2.25,40469,482,30,38,52,223,118,21,0,0,0,1946,1031,31
1.70E+11,15000US170310315021,Block Group 1,"Block Group 1, Census Tract 315.02, Cook County, Illinois",il,150,0,ACSSF,9484,17,31,31502,1,1441,0.0313403,0.0313403,0,1441,71,40,39,40,165,495,324,167,100,0,0,0,1441,1154,123,0,28,0,59,77,2.01,54306,716,184,45,189,132,84,22,34,26,0,0,960,187
1.70E+11,15000US170310315022,Block Group 2,"Block Group 2, Census Tract 315.02, Cook County, Illinois",il,150,0,ACSSF,9485,17,31,31502,2,1030,0.01441628,0.01441628,0,1030,53,25,0,0,109,400,55,116,149,50,0,73,1030,474,217,67,85,0,85,102,1.59,,648,95,60,61,326,79,27,0,0,0,1948,,92
